act,scene,scene_line,role,file_name,file_lineno,line
I,III,47,BANQUO,1533-0.txt,364,That you are so.
I,III,48,MACBETH,1533-0.txt,367,"Speak, if you can;— what are you?"
I,III,49,FIRST WITCH,1533-0.txt,370,"All hail, Macbeth! hail to thee, Thane of Glamis!"
I,III,50,SECOND WITCH,1533-0.txt,373,"All hail, Macbeth! hail to thee, Thane of Cawdor!"
I,III,51,THIRD WITCH,1533-0.txt,376,"All hail, Macbeth! that shalt be king hereafter!"
I,III,52,BANQUO,1533-0.txt,379,"Good sir, why do you start and seem to fear"
I,III,53,BANQUO,1533-0.txt,380,"Things that do sound so fair?— I’ th’ name of truth,"
I,III,54,BANQUO,1533-0.txt,381,"Are ye fantastical, or that indeed"
I,III,55,BANQUO,1533-0.txt,382,Which outwardly ye show? My noble partner
I,III,56,BANQUO,1533-0.txt,383,You greet with present grace and great prediction
I,III,57,BANQUO,1533-0.txt,384,"Of noble having and of royal hope,"
I,III,58,BANQUO,1533-0.txt,385,That he seems rapt withal. To me you speak not.
I,III,59,BANQUO,1533-0.txt,386,"If you can look into the seeds of time,"
I,III,60,BANQUO,1533-0.txt,387,"And say which grain will grow, and which will not,"
I,III,61,BANQUO,1533-0.txt,388,"Speak then to me, who neither beg nor fear"
I,III,62,BANQUO,1533-0.txt,389,Your favours nor your hate.
I,III,63,FIRST WITCH,1533-0.txt,392,Hail!
I,III,64,SECOND WITCH,1533-0.txt,395,Hail!
I,III,65,THIRD WITCH,1533-0.txt,398,Hail!
I,III,66,FIRST WITCH,1533-0.txt,401,"Lesser than Macbeth, and greater."
I,III,67,SECOND WITCH,1533-0.txt,404,"Not so happy, yet much happier."
I,III,68,THIRD WITCH,1533-0.txt,407,"Thou shalt get kings, though thou be none:"
I,III,69,THIRD WITCH,1533-0.txt,408,"So all hail, Macbeth and Banquo!"
I,III,70,FIRST WITCH,1533-0.txt,411,"Banquo and Macbeth, all hail!"
I,III,71,MACBETH,1533-0.txt,414,"Stay, you imperfect speakers, tell me more."
I,III,72,MACBETH,1533-0.txt,415,By Sinel’s death I know I am Thane of Glamis;
I,III,73,MACBETH,1533-0.txt,416,"But how of Cawdor? The Thane of Cawdor lives,"
I,III,74,MACBETH,1533-0.txt,417,A prosperous gentleman; and to be king
I,III,75,MACBETH,1533-0.txt,418,"Stands not within the prospect of belief,"
I,III,76,MACBETH,1533-0.txt,419,No more than to be Cawdor. Say from whence
I,III,77,MACBETH,1533-0.txt,420,You owe this strange intelligence? or why
I,III,78,MACBETH,1533-0.txt,421,Upon this blasted heath you stop our way
I,III,79,MACBETH,1533-0.txt,422,"With such prophetic greeting?— Speak, I charge you."
I,III,79,---,1533-0.txt,424,[Witches vanish.]
I,III,80,BANQUO,1533-0.txt,427,"The earth hath bubbles, as the water has,"
I,III,81,BANQUO,1533-0.txt,428,And these are of them. Whither are they vanish’d?
I,III,82,MACBETH,1533-0.txt,431,"Into the air; and what seem’d corporal,"
I,III,83,MACBETH,1533-0.txt,432,Melted as breath into the wind.
I,III,84,MACBETH,1533-0.txt,433,Would they had stay’d!
I,III,85,BANQUO,1533-0.txt,436,Were such things here as we do speak about?
I,III,86,BANQUO,1533-0.txt,437,Or have we eaten on the insane root
I,III,87,BANQUO,1533-0.txt,438,That takes the reason prisoner?
I,III,88,MACBETH,1533-0.txt,441,Your children shall be kings.
I,III,89,BANQUO,1533-0.txt,444,You shall be king.
I,III,90,MACBETH,1533-0.txt,447,And Thane of Cawdor too; went it not so?
I,III,91,BANQUO,1533-0.txt,450,To the selfsame tune and words. Who’s here?
I,III,91,---,1533-0.txt,452,Enter Ross and Angus.
I,III,92,ROSS,1533-0.txt,455,"The King hath happily receiv’d, Macbeth,"
I,III,93,ROSS,1533-0.txt,456,"The news of thy success, and when he reads"
I,III,94,ROSS,1533-0.txt,457,"Thy personal venture in the rebels’ fight,"
I,III,95,ROSS,1533-0.txt,458,His wonders and his praises do contend
I,III,96,ROSS,1533-0.txt,459,"Which should be thine or his: silenc’d with that,"
I,III,97,ROSS,1533-0.txt,460,"In viewing o’er the rest o’ th’ selfsame day,"
I,III,98,ROSS,1533-0.txt,461,"He finds thee in the stout Norweyan ranks,"
I,III,99,ROSS,1533-0.txt,462,"Nothing afeard of what thyself didst make,"
I,III,100,ROSS,1533-0.txt,463,Strange images of death. As thick as tale
I,III,101,ROSS,1533-0.txt,464,Came post with post; and everyone did bear
I,III,102,ROSS,1533-0.txt,465,"Thy praises in his kingdom’s great defence,"
I,III,103,ROSS,1533-0.txt,466,And pour’d them down before him.
I,III,104,ANGUS,1533-0.txt,469,We are sent
I,III,105,ANGUS,1533-0.txt,470,To give thee from our royal master thanks;
I,III,106,ANGUS,1533-0.txt,471,"Only to herald thee into his sight,"
I,III,107,ANGUS,1533-0.txt,472,Not pay thee.
I,III,108,ROSS,1533-0.txt,475,"And, for an earnest of a greater honour,"
I,III,109,ROSS,1533-0.txt,476,"He bade me, from him, call thee Thane of Cawdor:"
I,III,110,ROSS,1533-0.txt,477,"In which addition, hail, most worthy thane,"
I,III,111,ROSS,1533-0.txt,478,For it is thine.
I,III,112,BANQUO,1533-0.txt,481,"What, can the devil speak true?"
I,III,113,MACBETH,1533-0.txt,484,The Thane of Cawdor lives: why do you dress me
I,III,114,MACBETH,1533-0.txt,485,In borrow’d robes?
I,III,115,ANGUS,1533-0.txt,488,"Who was the Thane lives yet,"
I,III,116,ANGUS,1533-0.txt,489,But under heavy judgement bears that life
I,III,117,ANGUS,1533-0.txt,490,Which he deserves to lose. Whether he was combin’d
I,III,118,ANGUS,1533-0.txt,491,"With those of Norway, or did line the rebel"
I,III,119,ANGUS,1533-0.txt,492,"With hidden help and vantage, or that with both"
I,III,120,ANGUS,1533-0.txt,493,"He labour’d in his country’s wrack, I know not;"
I,III,121,ANGUS,1533-0.txt,494,"But treasons capital, confess’d and prov’d,"
I,III,122,ANGUS,1533-0.txt,495,Have overthrown him.
I,III,123,MACBETH,1533-0.txt,498,"[Aside.] Glamis, and Thane of Cawdor:"
I,III,124,MACBETH,1533-0.txt,499,The greatest is behind. [To Ross and Angus.] Thanks for your pains.
I,III,125,MACBETH,1533-0.txt,500,"[To Banquo.] Do you not hope your children shall be kings,"
I,III,126,MACBETH,1533-0.txt,501,When those that gave the Thane of Cawdor to me
I,III,127,MACBETH,1533-0.txt,502,Promis’d no less to them?
I,III,128,BANQUO,1533-0.txt,505,"That, trusted home,"
I,III,129,BANQUO,1533-0.txt,506,"Might yet enkindle you unto the crown,"
I,III,130,BANQUO,1533-0.txt,507,Besides the Thane of Cawdor. But ’tis strange:
I,III,131,BANQUO,1533-0.txt,508,"And oftentimes to win us to our harm,"
I,III,132,BANQUO,1533-0.txt,509,The instruments of darkness tell us truths;
I,III,133,BANQUO,1533-0.txt,510,"Win us with honest trifles, to betray’s"
I,III,134,BANQUO,1533-0.txt,511,In deepest consequence.— 
I,III,135,BANQUO,1533-0.txt,512,"Cousins, a word, I pray you."
I,III,136,MACBETH,1533-0.txt,515,"[Aside.] Two truths are told,"
I,III,137,MACBETH,1533-0.txt,516,As happy prologues to the swelling act
I,III,138,MACBETH,1533-0.txt,517,"Of the imperial theme.— I thank you, gentlemen.— "
I,III,139,MACBETH,1533-0.txt,518,[Aside.] This supernatural soliciting
I,III,140,MACBETH,1533-0.txt,519,"Cannot be ill; cannot be good. If ill,"
I,III,141,MACBETH,1533-0.txt,520,"Why hath it given me earnest of success,"
I,III,142,MACBETH,1533-0.txt,521,Commencing in a truth? I am Thane of Cawdor:
I,III,143,MACBETH,1533-0.txt,522,"If good, why do I yield to that suggestion"
I,III,144,MACBETH,1533-0.txt,523,"Whose horrid image doth unfix my hair,"
I,III,145,MACBETH,1533-0.txt,524,"And make my seated heart knock at my ribs,"
I,III,146,MACBETH,1533-0.txt,525,Against the use of nature? Present fears
I,III,147,MACBETH,1533-0.txt,526,Are less than horrible imaginings.
I,III,148,MACBETH,1533-0.txt,527,"My thought, whose murder yet is but fantastical,"
I,III,149,MACBETH,1533-0.txt,528,Shakes so my single state of man
I,III,150,MACBETH,1533-0.txt,529,"That function is smother’d in surmise,"
I,III,151,MACBETH,1533-0.txt,530,And nothing is but what is not.
I,III,152,BANQUO,1533-0.txt,533,"Look, how our partner’s rapt."
I,III,153,MACBETH,1533-0.txt,536,"[Aside.] If chance will have me king, why, chance may crown me"
I,III,154,MACBETH,1533-0.txt,537,Without my stir.
I,III,155,BANQUO,1533-0.txt,540,"New honours come upon him,"
I,III,156,BANQUO,1533-0.txt,541,"Like our strange garments, cleave not to their mould"
I,III,157,BANQUO,1533-0.txt,542,But with the aid of use.
I,III,158,MACBETH,1533-0.txt,545,"[Aside.] Come what come may,"
I,III,159,MACBETH,1533-0.txt,546,Time and the hour runs through the roughest day.
I,III,160,BANQUO,1533-0.txt,549,"Worthy Macbeth, we stay upon your leisure."
I,III,161,MACBETH,1533-0.txt,552,Give me your favour. My dull brain was wrought
I,III,162,MACBETH,1533-0.txt,553,"With things forgotten. Kind gentlemen, your pains"
I,III,163,MACBETH,1533-0.txt,554,Are register’d where every day I turn
I,III,164,MACBETH,1533-0.txt,555,The leaf to read them.— Let us toward the King.— 
I,III,165,MACBETH,1533-0.txt,556,"Think upon what hath chanc’d; and at more time,"
I,III,166,MACBETH,1533-0.txt,557,"The interim having weigh’d it, let us speak"
I,III,167,MACBETH,1533-0.txt,558,Our free hearts each to other.
I,III,168,BANQUO,1533-0.txt,561,Very gladly.
I,III,169,MACBETH,1533-0.txt,564,"Till then, enough.— Come, friends."
I,III,169,---,1533-0.txt,566,[Exeunt.]
I,IV,0,---,1533-0.txt,570,"Flourish. Enter Duncan, Malcolm, Donalbain, Lennox and Attendants."
I,IV,1,DUNCAN,1533-0.txt,573,Is execution done on Cawdor? Are not
I,IV,2,DUNCAN,1533-0.txt,574,Those in commission yet return’d?
I,IV,3,MALCOLM,1533-0.txt,577,"My liege,"
I,IV,4,MALCOLM,1533-0.txt,578,They are not yet come back. But I have spoke
I,IV,5,MALCOLM,1533-0.txt,579,"With one that saw him die, who did report,"
I,IV,6,MALCOLM,1533-0.txt,580,"That very frankly he confess’d his treasons,"
I,IV,7,MALCOLM,1533-0.txt,581,"Implor’d your Highness’ pardon, and set forth"
I,IV,8,MALCOLM,1533-0.txt,582,A deep repentance. Nothing in his life
I,IV,9,MALCOLM,1533-0.txt,583,Became him like the leaving it; he died
I,IV,10,MALCOLM,1533-0.txt,584,"As one that had been studied in his death,"
I,IV,11,MALCOLM,1533-0.txt,585,To throw away the dearest thing he ow’d
I,IV,12,MALCOLM,1533-0.txt,586,As ’twere a careless trifle.
I,IV,13,DUNCAN,1533-0.txt,589,There’s no art
I,IV,14,DUNCAN,1533-0.txt,590,To find the mind’s construction in the face:
I,IV,15,DUNCAN,1533-0.txt,591,He was a gentleman on whom I built
I,IV,16,DUNCAN,1533-0.txt,592,An absolute trust.
I,IV,16,---,1533-0.txt,594,"Enter Macbeth, Banquo, Ross and Angus."
I,IV,17,DUNCAN,1533-0.txt,596,O worthiest cousin!
I,IV,18,DUNCAN,1533-0.txt,597,The sin of my ingratitude even now
I,IV,19,DUNCAN,1533-0.txt,598,"Was heavy on me. Thou art so far before,"
I,IV,20,DUNCAN,1533-0.txt,599,That swiftest wing of recompense is slow
I,IV,21,DUNCAN,1533-0.txt,600,To overtake thee. Would thou hadst less deserv’d;
I,IV,22,DUNCAN,1533-0.txt,601,That the proportion both of thanks and payment
I,IV,23,DUNCAN,1533-0.txt,602,"Might have been mine! only I have left to say,"
I,IV,24,DUNCAN,1533-0.txt,603,More is thy due than more than all can pay.
I,IV,25,MACBETH,1533-0.txt,606,"The service and the loyalty I owe,"
I,IV,26,MACBETH,1533-0.txt,607,"In doing it, pays itself. Your Highness’ part"
I,IV,27,MACBETH,1533-0.txt,608,Is to receive our duties: and our duties
I,IV,28,MACBETH,1533-0.txt,609,"Are to your throne and state, children and servants;"
I,IV,29,MACBETH,1533-0.txt,610,"Which do but what they should, by doing everything"
I,IV,30,MACBETH,1533-0.txt,611,Safe toward your love and honour.
I,IV,31,DUNCAN,1533-0.txt,614,Welcome hither:
I,IV,32,DUNCAN,1533-0.txt,615,"I have begun to plant thee, and will labour"
I,IV,33,DUNCAN,1533-0.txt,616,"To make thee full of growing.— Noble Banquo,"
I,IV,34,DUNCAN,1533-0.txt,617,"That hast no less deserv’d, nor must be known"
I,IV,35,DUNCAN,1533-0.txt,618,"No less to have done so, let me infold thee"
I,IV,36,DUNCAN,1533-0.txt,619,And hold thee to my heart.
I,IV,37,BANQUO,1533-0.txt,622,"There if I grow,"
I,IV,38,BANQUO,1533-0.txt,623,The harvest is your own.
I,IV,39,DUNCAN,1533-0.txt,626,"My plenteous joys,"
I,IV,40,DUNCAN,1533-0.txt,627,"Wanton in fulness, seek to hide themselves"
I,IV,41,DUNCAN,1533-0.txt,628,"In drops of sorrow.— Sons, kinsmen, thanes,"
I,IV,42,DUNCAN,1533-0.txt,629,"And you whose places are the nearest, know,"
I,IV,43,DUNCAN,1533-0.txt,630,We will establish our estate upon
I,IV,44,DUNCAN,1533-0.txt,631,"Our eldest, Malcolm; whom we name hereafter"
I,IV,45,DUNCAN,1533-0.txt,632,The Prince of Cumberland: which honour must
I,IV,46,DUNCAN,1533-0.txt,633,"Not unaccompanied invest him only,"
I,IV,47,DUNCAN,1533-0.txt,634,"But signs of nobleness, like stars, shall shine"
I,IV,48,DUNCAN,1533-0.txt,635,"On all deservers.— From hence to Inverness,"
I,IV,49,DUNCAN,1533-0.txt,636,And bind us further to you.
I,IV,50,MACBETH,1533-0.txt,639,"The rest is labour, which is not us’d for you:"
I,IV,51,MACBETH,1533-0.txt,640,"I’ll be myself the harbinger, and make joyful"
I,IV,52,MACBETH,1533-0.txt,641,The hearing of my wife with your approach;
I,IV,53,MACBETH,1533-0.txt,642,"So, humbly take my leave."
I,IV,54,DUNCAN,1533-0.txt,645,My worthy Cawdor!
I,IV,55,MACBETH,1533-0.txt,648,[Aside.] The Prince of Cumberland!— That is a step
I,IV,56,MACBETH,1533-0.txt,649,"On which I must fall down, or else o’erleap,"
I,IV,57,MACBETH,1533-0.txt,650,"For in my way it lies. Stars, hide your fires!"
I,IV,58,MACBETH,1533-0.txt,651,Let not light see my black and deep desires.
I,IV,59,MACBETH,1533-0.txt,652,"The eye wink at the hand, yet let that be,"
I,IV,60,MACBETH,1533-0.txt,653,"Which the eye fears, when it is done, to see."
I,IV,60,---,1533-0.txt,655,[Exit.]
I,IV,61,DUNCAN,1533-0.txt,658,"True, worthy Banquo! He is full so valiant;"
I,IV,62,DUNCAN,1533-0.txt,659,And in his commendations I am fed.
I,IV,63,DUNCAN,1533-0.txt,660,"It is a banquet to me. Let’s after him,"
I,IV,64,DUNCAN,1533-0.txt,661,Whose care is gone before to bid us welcome:
I,IV,65,DUNCAN,1533-0.txt,662,It is a peerless kinsman.
I,IV,65,---,1533-0.txt,664,[Flourish. Exeunt.]
I,V,0,---,1533-0.txt,668,"Enter Lady Macbeth, reading a letter."
I,V,1,LADY MACBETH,1533-0.txt,671,“They met me in the day of success; and I have learned by the
I,V,2,LADY MACBETH,1533-0.txt,672,perfect’st report they have more in them than mortal knowledge. When I
I,V,3,LADY MACBETH,1533-0.txt,673,"burned in desire to question them further, they made themselves air,"
I,V,4,LADY MACBETH,1533-0.txt,674,"into which they vanished. Whiles I stood rapt in the wonder of it, came"
I,V,5,LADY MACBETH,1533-0.txt,675,"missives from the King, who all-hailed me, ‘Thane of Cawdor’; by which"
I,V,6,LADY MACBETH,1533-0.txt,676,"title, before, these Weird Sisters saluted me, and referred me to the"
I,V,7,LADY MACBETH,1533-0.txt,677,"coming on of time, with ‘Hail, king that shalt be!’ This have I thought"
I,V,8,LADY MACBETH,1533-0.txt,678,good to deliver thee (my dearest partner of greatness) that thou
I,V,9,LADY MACBETH,1533-0.txt,679,"might’st not lose the dues of rejoicing, by being ignorant of what"
I,V,10,LADY MACBETH,1533-0.txt,680,"greatness is promis’d thee. Lay it to thy heart, and farewell.”"
I,V,11,LADY MACBETH,1533-0.txt,682,"Glamis thou art, and Cawdor; and shalt be"
I,V,12,LADY MACBETH,1533-0.txt,683,What thou art promis’d. Yet do I fear thy nature;
I,V,13,LADY MACBETH,1533-0.txt,684,It is too full o’ th’ milk of human kindness
I,V,14,LADY MACBETH,1533-0.txt,685,To catch the nearest way. Thou wouldst be great;
I,V,15,LADY MACBETH,1533-0.txt,686,"Art not without ambition, but without"
I,V,16,LADY MACBETH,1533-0.txt,687,"The illness should attend it. What thou wouldst highly,"
I,V,17,LADY MACBETH,1533-0.txt,688,"That wouldst thou holily; wouldst not play false,"
